ts_art,exchange,ask,bid,edad_seg
2026-09-19 00:09:20,astropay,1636.237,1568.2584,36
2026-09-19 00:09:20,belo,1608.0,1588.0,36
2026-09-19 00:09:20,binance,1596.1962,1577.7668,47
2026-09-19 00:09:20,binancep2p,1595.96,1587.91,23
2026-09-19 00:09:20,bingxp2p,1596.5,1588.6,66
2026-09-19 00:09:20,bitgetp2p,1596.8,1589.0,8
2026-09-19 00:09:20,bitsoalpha,1603.2924,1580.6886,45
2026-09-19 00:09:20,buenbit,1621.7001,1582.0664,0
2026-09-19 00:09:20,bybit,1611.9605,1567.4129,9
2026-09-19 00:09:20,bybitp2p,1594.0,1592.0,25
2026-09-19 00:09:20,cocoscrypto,1606.0038,1586.0002,34
2026-09-19 00:09:20,cryptomktpro,1616.4053,1568.0075,33
2026-09-19 00:09:20,decrypto,1608.5854,1541.735,29
2026-09-19 00:09:20,eldoradop2p,1618.8697,1567.8738,30
2026-09-19 00:09:20,eluter,1622.2866,1567.9173,33
2026-09-19 00:09:20,fiwind,1600.0,1588.0,33
2026-09-19 00:09:20,kucoinp2p,1605.0,1583.15,10
2026-09-19 00:09:20,lemoncash,1619.5432,1538.774,32
2026-09-19 00:09:20,lemoncashp2p,1613.85,1561.2545,32
2026-09-19 00:09:20,letsbit,1614.7023,1578.5368,16
2026-09-19 00:09:20,mexc,1662.9825,1580.487,31
2026-09-19 00:09:20,mexcp2p,1597.0,1588.3,27
2026-09-19 00:09:20,nexo,1602.5282,1584.9809,32
2026-09-19 00:09:20,okexp2p,1595.85,1591.5,22
2026-09-19 00:09:20,peanut,1618.38,1561.11,35
2026-09-19 00:09:20,ripio,1609.11,1564.7569,11
2026-09-19 00:09:20,ripioexchange,1600.161,1580.657,50
2026-09-19 00:09:20,saldo,1593.148,1560.6599,29
2026-09-19 00:09:20,satoshitango,1631.6677,1586.567,25
2026-09-19 00:09:20,tiendacrypto,1608.723,1570.534,31
2026-09-19 00:09:20,vitawallet,1615.458,1569.07,31
2026-09-19 00:09:20,wallbit,1638.0792,1564.87,17
2026-09-19 00:27:27,astropay,1636.1552,1568.1601,38
2026-09-19 00:27:27,belo,1608.0,1588.0,38
2026-09-19 00:27:27,binance,1596.1962,1577.7668,49
2026-09-19 00:27:27,binancep2p,1595.96,1588.4,19
2026-09-19 00:27:27,bingxp2p,1596.5,1588.6,8
2026-09-19 00:27:27,bitgetp2p,1596.7,1588.5,34
2026-09-19 00:27:27,bitsoalpha,1602.5882,1582.3585,47
2026-09-19 00:27:27,buenbit,1622.3507,1582.7057,2
2026-09-19 00:27:27,bybit,1611.9605,1567.4129,45
2026-09-19 00:27:27,bybitp2p,1594.0,1592.0,34
2026-09-19 00:27:27,cocoscrypto,1606.0038,1586.0002,36
2026-09-19 00:27:27,cryptomktpro,1616.4963,1567.8888,35
2026-09-19 00:27:27,decrypto,1608.5854,1541.735,31
2026-09-19 00:27:27,eldoradop2p,1618.8697,1567.8738,32
2026-09-19 00:27:27,eluter,1622.2866,1567.9173,35
2026-09-19 00:27:27,fiwind,1600.0,1588.0,35
2026-09-19 00:27:27,kucoinp2p,1600.0,1583.15,12
2026-09-19 00:27:27,lemoncash,1619.514,1538.7463,35
2026-09-19 00:27:27,lemoncashp2p,1613.85,1561.2545,95
2026-09-19 00:27:27,letsbit,1614.7022,1578.5368,18
2026-09-19 00:27:27,mexc,1662.9825,1580.487,34
2026-09-19 00:27:27,mexcp2p,1597.0,1588.5,2
2026-09-19 00:27:27,nexo,1603.2167,1585.662,35
2026-09-19 00:27:27,okexp2p,1595.85,1591.75,0
2026-09-19 00:27:27,peanut,1618.38,1561.11,37
2026-09-19 00:27:27,ripio,1610.48,1563.2943,14
2026-09-19 00:27:27,ripioexchange,1600.2615,1579.1645,52
2026-09-19 00:27:27,saldo,1592.9779,1560.0798,32
2026-09-19 00:27:27,satoshitango,1632.0932,1586.949,27
2026-09-19 00:27:27,tiendacrypto,1608.723,1570.534,34
2026-09-19 00:27:27,vitawallet,1615.3729,1568.9873,33
2026-09-19 00:27:27,wallbit,1637.9772,1564.77,19
2026-09-19 00:27:27,weexp2p,1598.0,1580.0,23
2026-09-19 00:42:39,astropay,1636.3188,1568.3322,17
2026-09-19 00:42:39,belo,1608.0,1588.0,17
2026-09-19 00:42:39,binance,1596.1962,1577.7668,28
2026-09-19 00:42:39,binancep2p,1595.96,1588.66,7
2026-09-19 00:42:39,bingxp2p,1596.5,1588.6,47
2026-09-19 00:42:39,bitgetp2p,1596.7,1588.6,5
2026-09-19 00:42:39,bitsoalpha,1603.2723,1581.1558,26
2026-09-19 00:42:39,buenbit,1621.9003,1582.2661,41
2026-09-19 00:42:39,bybit,1611.9605,1567.4129,19
2026-09-19 00:42:39,bybitp2p,1594.0,1592.3,8
2026-09-19 00:42:39,cocoscrypto,1606.0038,1586.0002,15
2026-09-19 00:42:39,cryptomktpro,1616.4053,1566.959,13
2026-09-19 00:42:39,decrypto,1608.5854,1541.735,10
2026-09-19 00:42:39,eldoradop2p,1618.8697,1567.8738,11
2026-09-19 00:42:39,eluter,1622.2866,1567.9173,14
2026-09-19 00:42:39,fiwind,1600.0,1588.0,14
2026-09-19 00:42:39,kucoinp2p,1600.0,1583.15,21
2026-09-19 00:42:39,lemoncash,1619.5626,1538.7924,14
2026-09-19 00:42:39,lemoncashp2p,1608.775,1561.2545,73
2026-09-19 00:42:39,letsbit,1614.7023,1578.5368,57
2026-09-19 00:42:39,mexc,1662.9825,1580.487,13
2026-09-19 00:42:39,mexcp2p,1597.0,1588.5,2
2026-09-19 00:42:39,nexo,1603.0251,1585.4725,13
2026-09-19 00:42:39,okexp2p,1595.9,1591.75,18
2026-09-19 00:42:39,peanut,1618.38,1561.11,16
2026-09-19 00:42:39,ripio,1609.3,1565.6325,53
2026-09-19 00:42:39,ripioexchange,1600.563,1581.1545,31
2026-09-19 00:42:39,saldo,1593.7712,1562.6361,11
2026-09-19 00:42:39,satoshitango,1632.0612,1586.9496,7
2026-09-19 00:42:39,tiendacrypto,1608.723,1570.534,13
2026-09-19 00:42:39,vitawallet,1615.5227,1569.1328,12
2026-09-19 00:42:39,wallbit,1638.0792,1564.87,58
2026-09-19 00:42:39,weexp2p,1605.0,1580.0,2
2026-09-19 00:50:32,astropay,1636.3188,1568.3322,6
2026-09-19 00:50:32,belo,1608.0,1588.0,7
2026-09-19 00:50:32,binance,1595.9961,1577.5689,18
2026-09-19 00:50:32,binancep2p,1595.94,1588.8,11
2026-09-19 00:50:32,bingxp2p,1596.5,1588.6,97
2026-09-19 00:50:32,bitgetp2p,1596.7,1588.6,46
2026-09-19 00:50:32,bitsoalpha,1602.6284,1582.4082,17
2026-09-19 00:50:32,buenbit,1621.7802,1582.1563,31
2026-09-19 00:50:32,bybit,1611.9605,1567.4129,15
2026-09-19 00:50:32,bybitp2p,1594.0,1592.3,2
2026-09-19 00:50:32,cocoscrypto,1606.0038,1586.0002,5
2026-09-19 00:50:32,cryptomktpro,1616.4155,1567.7009,4
2026-09-19 00:50:32,decrypto,1608.5854,1541.735,0
2026-09-19 00:50:32,eldoradop2p,1618.8697,1567.8738,1
2026-09-19 00:50:32,eluter,1622.0831,1567.819,4
2026-09-19 00:50:32,fiwind,1600.0,1588.0,4
2026-09-19 00:50:32,kucoinp2p,1600.0,1583.15,11
2026-09-19 00:50:32,lemoncash,1619.5157,1538.7478,4
2026-09-19 00:50:32,lemoncashp2p,1608.775,1561.2545,4
2026-09-19 00:50:32,letsbit,1614.7021,1578.5368,47
2026-09-19 00:50:32,mexc,1662.9825,1580.2372,3
2026-09-19 00:50:32,mexcp2p,1597.0,1588.5,12
2026-09-19 00:50:32,nexo,1602.5746,1585.0269,3
2026-09-19 00:50:32,okexp2p,1595.9,1591.75,0
2026-09-19 00:50:32,peanut,1618.38,1561.11,5
2026-09-19 00:50:32,ripio,1609.48,1564.0505,43
2026-09-19 00:50:32,ripioexchange,1600.2615,1579.1645,21
2026-09-19 00:50:32,saldo,1593.6643,1562.3952,1
2026-09-19 00:50:32,satoshitango,1632.0612,1586.9178,57
2026-09-19 00:50:32,tiendacrypto,1608.723,1570.534,2
2026-09-19 00:50:32,vitawallet,1615.2393,1568.8576,2
2026-09-19 00:50:32,wallbit,1638.0792,1564.87,48
2026-09-19 00:50:32,weexp2p,1605.0,1580.0,22
2026-09-19 01:09:00,astropay,1636.237,1568.2584,36
2026-09-19 01:09:00,belo,1608.0,1588.0,36
2026-09-19 01:09:00,binance,1596.1962,1577.7668,47
